Topic,Words,Frequency,Timestamp
53,"INFRAESTRUTURA AEROPORTUARIA, AEROPORTUARIA, AEROPORTO, UTILIZAÇÃO AERONAVE, UTILIZAÇÃO AERONAVE PUBLICA",8,2013
-1,"PETROLEO, ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA REPUBLICA, DILMA ROUSSEFF PRESIDENTE DA, DILMA ROUSSEFF PRESIDENTE",1043,2014
0,"HOMENAGEM POSTUMA, VIDA PUBLICA, ELOGIO VIDA PUBLICA, PESAR, DE PESAR",85,2014
1,"TRIBUNAL FEDERAL, SUPREMO, SUPREMO TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL, FEDERAL STF",62,2014
3,"SÃO PAULO, SÃO PAULO SP, PAULO SP, DOS TRABALHADORES PT, PARTIDO DOS TRABALHADORES",23,2014
4,"AMAZONAS, DO AMAZONAS, ESTADO DO AMAZONAS AM, AMAZONAS AM, DO AMAZONAS AM",59,2014
5,"SÃO PAULO, SÃO PAULO SP, ESTADO DE SÃO, ESTADO DE SÃO PAULO, DE SÃO PAULO",36,2014
6,"DILMA ROUSSEFF PRESIDENTE, ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA REPUBLICA",75,2014
7,"REGISTRO PARTICIPAÇÃO, REGISTRO PARTICIPAÇÃO ORADOR, PARTICIPAÇÃO ORADOR, REGISTRO APRESENTAÇÃO, SENADO REGISTRO",55,2014
8,"PROVISORIA MPV ASSUNTO, MEDIDA PROVISORIA MPV ASSUNTO, VOTAÇÃO MEDIDA, VOTAÇÃO MEDIDA PROVISORIA MPV, VOTAÇÃO MEDIDA PROVISORIA",13,2014
9,"DE EDUCAÇÃO, UNIVERSIDADE, PROFESSOR, PLANO NACIONAL DE EDUCAÇÃO, DA EDUCAÇÃO",24,2014
10,"PETROLEO, PETROLEO BRASILEIRO, BRASILEIRO PETROBRAS, PETROLEO BRASILEIRO PETROBRAS, PETROBRAS",114,2014
11,"DE SAUDE, CANCER, HOSPITAL, DE SAUDE SUS, SAUDE SUS",33,2014
12,"DO PIAUI, PIAUI PI, DO PIAUI PI, ESTADO DO PIAUI, ESTADO DO PIAUI PI",6,2014
13,"FUTEBOL, CAMPEONATO, CAMPEONATO MUNDIAL, CAMPEONATO MUNDIAL FUTEBOL, MUNDIAL FUTEBOL",105,2014
14,"ACRE, DO ACRE, ACRE AC, DO ACRE AC, ESTADO DO ACRE AC",56,2014
15,"IMPEACHMENT, IMPEACHMENT DILMA ROUSSEFF PRESIDENTE, IMPEACHMENT DILMA ROUSSEFF, DEFESA IMPEACHMENT DILMA, DEFESA IMPEACHMENT DILMA ROUSSEFF",6,2014
16,"RIO DE JANEIRO RJ, DE JANEIRO RJ, RIO DE JANEIRO, DE JANEIRO, RIO DE",24,2014
17,"AGRICULTURA, PRODUTOR RURAL, PRODUTOR, AGRICOLA, PRODUÇÃO",29,2014
18,"DEMOCRATICO BRASILEIRO, MOVIMENTO DEMOCRATICO, MOVIMENTO DEMOCRATICO BRASILEIRO, PARTIDO DO MOVIMENTO DEMOCRATICO, DO MOVIMENTO DEMOCRATICO",41,2014
20,"DECISÃO JUDICIAL TRIBUNAL SUPERIOR, ELEITORAL TSE ASSUNTO, SUPERIOR ELEITORAL TSE ASSUNTO, JUDICIAL TRIBUNAL SUPERIOR, JUDICIAL TRIBUNAL SUPERIOR ELEITORAL",3,2014
21,"DO SUL RS, RIO GRANDE DO SUL, GRANDE DO SUL, GRANDE DO SUL RS, RIO GRANDE",17,2014
22,"REFORMA POLITICA, RELAÇÃO DECISÃO, SENADO IMPORTANCIA, ATIVIDADE POLITICA, SENADO MOTIVO REDUÇÃO",29,2014
23,"CATARINA, DE SANTA CATARINA, SANTA CATARINA, ESTADO DE SANTA, ESTADO DE SANTA CATARINA",20,2014
24,"PROVISORIA SOBRE, PROVISORIA SOBRE MOVIMENTAÇÃO FINANCEIRA, MOVIMENTAÇÃO FINANCEIRA CPMF, CONTRIBUIÇÃO PROVISORIA SOBRE MOVIMENTAÇÃO, CONTRIBUIÇÃO PROVISORIA SOBRE",1,2014
25,"INTERNACIONAL MEIO AMBIENTE, DIA INTERNACIONAL MEIO AMBIENTE, COMEMORAÇÃO DIA INTERNACIONAL MEIO, MEIO AMBIENTE COMENTARIO, AMBIENTE COMENTARIO",8,2014
26,"MT, DE MATO GROSSO MT, GROSSO MT, MATO GROSSO MT, ESTADO DE MATO",7,2014
27,"COMPLEMENTAR, LEI COMPLEMENTAR, DE LEI COMPLEMENTAR PLP, LEI COMPLEMENTAR PLP, PLP",6,2014
28,"DO SUL RS, RIO GRANDE DO SUL, GRANDE DO SUL, GRANDE DO SUL RS, RIO GRANDE",8,2014
29,"FEDERAL DF, DISTRITO FEDERAL DF, DISTRITO FEDERAL GDF, DO DISTRITO FEDERAL GDF, GOVERNO DO DISTRITO FEDERAL",18,2014
30,"TRANSPORTES, DOS TRANSPORTES, TRANSPORTES DNIT, DOS TRANSPORTES DNIT, NACIONAL DE INFRA ESTRUTURA",30,2014
31,"DEFESA APROVAÇÃO PROJETO DE, DEFESA APROVAÇÃO PROJETO, DEFESA PROJETO DE LEI, DEFESA PROJETO, DEFESA APROVAÇÃO PROPOSTA EMENDA",36,2014
32,"MERCADO COMUM, DO SUL MERCOSUL, COMUM DO SUL, MERCOSUL, COMUM DO SUL MERCOSUL",10,2014
33,"BANCO, BANCO CENTRAL, DO BRASIL, BANCO CENTRAL DO BRASIL, DO BRASIL BACEN",11,2014
34,"BANCO, BRASIL BACEN, CENTRAL DO BRASIL BACEN, BANCO CENTRAL DO, BANCO CENTRAL DO BRASIL",3,2014
35,"PARANA, DO PARANA, ESTADO DO PARANA, DO PARANA PR, ESTADO DO PARANA PR",18,2014
36,"URBANO, ADOLESCENTE COMENTARIO AUMENTO, REGISTRO VIABILIDADE REALIZAÇÃO, AUTORIA ORADOR ASSUNTO INSTALAÇÃO, ONIBUS TRANSPORTE URBANO",4,2014
38,"ESTADO DA BAHIA BA, DA BAHIA BA, BAHIA BA, ESTADO DA BAHIA, DA BAHIA",14,2014
39,"TELECOMUNICAÇÕES, DE TELECOMUNICAÇÕES, BANDA LARGA, NACIONAL DE TELECOMUNICAÇÕES, AGENCIA NACIONAL DE TELECOMUNICAÇÕES",10,2014
42,"QUESTÃO DE ORDEM, ORDEM DO DIA, APRESENTAÇÃO QUESTÃO DE ORDEM, APRESENTAÇÃO QUESTÃO DE, APRESENTAÇÃO QUESTÃO",11,2014
43,"PENAL, AUMENTO VIOLENCIA, TERRORISMO, MONTEIRO SENADOR, ARMANDO MONTEIRO",11,2014
45,"VETO, REGULAMENTAÇÃO CRIAÇÃO, DA REPUBLICA PROJETO, REPUBLICA PROJETO, VETO VET DILMA ROUSSEFF",9,2014
46,"CIRCULAÇÃO, SOBRE CIRCULAÇÃO DE, CIRCULAÇÃO DE MERCADORIAS SERVIÇOS, MERCADORIAS SERVIÇOS, DE MERCADORIAS SERVIÇOS ICMS",7,2014
47,"TRIBUNAL DE CONTAS, DE CONTAS DA UNIÃO, DE CONTAS DA, CONTAS DA UNIÃO TCU, TRIBUNAL DE CONTAS DA",10,2014
49,"RR, RORAIMA RR, RORAIMA, DE RORAIMA RR, ESTADO DE RORAIMA",7,2014
50,"GRANDE DO NORTE RN, GRANDE DO NORTE, RIO GRANDE DO NORTE, DO NORTE, DO RIO GRANDE DO",5,2014
51,"GEOGRAFIA, GEOGRAFIA ESTATISTICA IBGE, INSTITUTO BRASILEIRO DE GEOGRAFIA, DE GEOGRAFIA, DE GEOGRAFIA ESTATISTICA",8,2014
52,"RACIAL, DISCRIMINAÇÃO RACIAL, DISCRIMINAÇÃO, NEGRO, COMBATE DISCRIMINAÇÃO RACIAL",9,2014
53,"AEROPORTO, CIDADE FLORIANOPOLIS, CIDADE FLORIANOPOLIS SC, INFRAESTRUTURA AEROPORTUARIA, AEROPORTUARIA",7,2014
-1,"DILMA ROUSSEFF PRESIDENTE, ROUSSEFF PRESIDENTE, ROUSSEFF PRESIDENTE DA, DILMA ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA REPUBLICA",1562,2015
0,"HOMENAGEM POSTUMA, VIDA PUBLICA, ELOGIO VIDA PUBLICA, DE PESAR, PESAR",177,2015
1,"TRIBUNAL FEDERAL, TRIBUNAL FEDERAL STF, FEDERAL STF, SUPREMO TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL FEDERAL",62,2015
2,"CIRCUNSTANCIAS INEFICACIA GESTÃO, GESTÃO GOVERNO FEDERAL MINISTERIO, ESTADOS MOTIVO FALTA, INEFICACIA GESTÃO GOVERNO FEDERAL, POSTO DE SAUDE HOSPITAL",1,2015
3,"RORAIMA RR, TRABALHADORES, PARTIDO DOS TRABALHADORES, DOS TRABALHADORES PT, PARTIDO DOS TRABALHADORES PT",52,2015
4,"AMAZONAS, DO AMAZONAS, DO AMAZONAS AM, ESTADO DO AMAZONAS AM, AMAZONAS AM",65,2015
5,"DE PAULO, ARTIGO DE IMPRENSA JORNAL, DE IMPRENSA JORNAL, TRANSCRIÇÃO ANAIS DO, TRANSCRIÇÃO ANAIS DO SENADO",18,2015
6,"ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA REPUBLICA",118,2015
7,"REGISTRO APRESENTAÇÃO, REGISTRO PARTICIPAÇÃO, REGISTRO APRESENTAÇÃO PROJETO DE, APRESENTAÇÃO PROJETO, REGISTRO APRESENTAÇÃO PROJETO",85,2015
8,"PROVISORIA MPV PRESIDENCIA, MPV PRESIDENCIA DA REPUBLICA, PROVISORIA MPV PRESIDENCIA DA, MPV PRESIDENCIA DA, MPV PRESIDENCIA",76,2015
9,"DA EDUCAÇÃO, DE EDUCAÇÃO, UNIVERSIDADE, MINISTERIO DA EDUCAÇÃO MEC, DA EDUCAÇÃO MEC",34,2015
10,"PETROLEO, PETROLEO BRASILEIRO, BRASILEIRO PETROBRAS, PETROLEO BRASILEIRO PETROBRAS, PETROBRAS",116,2015
11,"CANCER, MEDICO, HOSPITAL, MEDICAMENTOS, SISTEMA UNICO DE SAUDE",54,2015
12,"DO PIAUI, PIAUI, DO PIAUI PI, PIAUI PI, ESTADO DO PIAUI",16,2015
13,"CAMPEONATO, DE FUTEBOL, BRASILEIRA DE FUTEBOL CBF, BRASILEIRA DE FUTEBOL, DE FUTEBOL CBF",20,2015
14,"DO ACRE, ACRE AC, ESTADO DO ACRE, DO ACRE AC, ESTADO DO ACRE AC",59,2015
15,"IMPEACHMENT, IMPEACHMENT DILMA ROUSSEFF, IMPEACHMENT DILMA ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE DA",30,2015
16,"JANEIRO RJ, DE JANEIRO RJ, RIO DE JANEIRO RJ, DE JANEIRO, RIO DE JANEIRO",6,2015
17,"RURAL, AGRICULTURA, PRODUTOR RURAL, AGRICOLA, DA AGRICULTURA",35,2015
18,"DEMOCRACIA BRASILEIRA PSDB, SOCIAL DEMOCRACIA BRASILEIRA, BRASILEIRA PSDB, DA SOCIAL DEMOCRACIA BRASILEIRA, SOCIAL DEMOCRACIA BRASILEIRA PSDB",43,2015
20,"SUPREMO TRIBUNAL FEDERAL STF, FEDERAL STF, SUPREMO TRIBUNAL, SUPREMO TRIBUNAL FEDERAL, TRIBUNAL FEDERAL STF",9,2015
21,"RIO GRANDE DO SUL, GRANDE DO SUL RS, DO SUL, RIO GRANDE DO, DO RIO GRANDE DO",17,2015
22,"REFORMA POLITICA, REELEIÇÃO, FINANCIAMENTO CAMPANHA ELEITORAL, FINANCIAMENTO CAMPANHA, POLITICA OBJETIVO",43,2015
23,"CATARINA, DE SANTA CATARINA, SANTA CATARINA, DE SANTA, ESTADO DE SANTA",30,2015
24,"FINANCEIRA CPMF, CONTRIBUIÇÃO PROVISORIA, MOVIMENTAÇÃO FINANCEIRA CPMF, PROVISORIA SOBRE MOVIMENTAÇÃO FINANCEIRA, SOBRE MOVIMENTAÇÃO FINANCEIRA CPMF",33,2015
25,"DO MEIO AMBIENTE, AMBIENTAL, MINISTERIO DO MEIO AMBIENTE, MINISTERIO DO MEIO, AMBIENTE MMA",22,2015
26,"MT, DE MATO GROSSO, DE MATO GROSSO MT, MATO GROSSO MT, GROSSO MT",4,2015
27,"DE LEI COMPLEMENTAR PLP, PROJETO DE LEI COMPLEMENTAR, PLP, COMPLEMENTAR PLP, LEI COMPLEMENTAR PLP",4,2015
28,"RIO GRANDE DO SUL, GRANDE DO SUL RS, RIO GRANDE, RIO GRANDE DO, DO RIO GRANDE",7,2015
29,"DISTRITO FEDERAL, DISTRITO FEDERAL DF, FEDERAL DF, GOVERNO DO DISTRITO, GOVERNO DO DISTRITO FEDERAL",25,2015
30,"TRANSPORTES, DOS TRANSPORTES, ESTRUTURA DOS TRANSPORTES, TRANSPORTES DNIT, DEPARTAMENTO NACIONAL DE INFRA",32,2015
31,"ORADOR ASSUNTO, DEFESA APROVAÇÃO PROJETO, DEFESA APROVAÇÃO PROJETO DE, LEI AUTORIA ORADOR ASSUNTO, COMENTARIO BENEFICIO",43,2015
32,"MERCADO COMUM, SUL MERCOSUL, MERCADO COMUM DO, MERCADO COMUM DO SUL, COMUM DO SUL",20,2015
33,"BANCO, DO BRASIL, BANCO CENTRAL, BRASIL BACEN, BANCO CENTRAL DO BRASIL",26,2015
34,"DO DESENVOLVIMENTO ECONOMICO SOCIAL, BANCO NACIONAL DO, BANCO NACIONAL DO DESENVOLVIMENTO, DO DESENVOLVIMENTO ECONOMICO, NACIONAL DO DESENVOLVIMENTO",7,2015
35,"PARANA, DO PARANA, ESTADO DO PARANA, DO PARANA PR, ESTADO DO PARANA PR",30,2015
36,"ADMINISTRATIVO RECURSO FISCAL, CONSELHO ADMINISTRATIVO RECURSO FISCAL, RECURSO FISCAL, CONSELHO ADMINISTRATIVO, INSTALAÇÃO COMISSÃO PARLAMENTAR DE",20,2015
38,"BAHIA, DA BAHIA, BAHIA BA, DA BAHIA BA, ESTADO DA BAHIA BA",18,2015
39,"TELECOMUNICAÇÕES, DE TELECOMUNICAÇÕES, SERVIÇO MOVEL CELULAR, DE CORREIOS TELEGRAFOS, CORREIOS TELEGRAFOS",8,2015
42,"QUESTÃO DE ORDEM, APRESENTAÇÃO QUESTÃO, APRESENTAÇÃO QUESTÃO DE ORDEM, APRESENTAÇÃO QUESTÃO DE, QUESTÃO DE ORDEM ASSUNTO",34,2015
43,"VIOLENCIA VITIMA, COMBATE VIOLENCIA, VIOLENCIA VITIMA MULHER, HOMICIDIO VITIMA, VIOLENCIA DOMESTICA",21,2015
44,"UNIVERSIDADE, DA EDUCAÇÃO, EDUCAÇÃO MEC, DA EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO MEC",3,2015
45,"VETO, VETO VET, DERRUBADA VETO, APRECIAÇÃO VETO, APRECIAÇÃO VETO VET",22,2015
46,"SERVIÇOS ICMS, IMPOSTO SOBRE CIRCULAÇÃO, MERCADORIAS SERVIÇOS ICMS, SOBRE CIRCULAÇÃO, MERCADORIAS SERVIÇOS",27,2015
47,"TRIBUNAL DE CONTAS, DE CONTAS, UNIÃO TCU, DE CONTAS DA UNIÃO, TRIBUNAL DE CONTAS DA",35,2015
49,"RR, RORAIMA RR, LOCAL RORAIMA, LOCAL RORAIMA RR, ESTADO DE RORAIMA",3,2015
50,"RIO GRANDE DO NORTE, GRANDE DO NORTE, DO NORTE, GRANDE DO NORTE RN, DO RIO GRANDE DO",9,2015
51,"GEOGRAFIA, GEOGRAFIA ESTATISTICA, GEOGRAFIA ESTATISTICA IBGE, BRASILEIRO DE GEOGRAFIA, ESTATISTICA IBGE",8,2015
52,"RACIAL, DISCRIMINAÇÃO, DISCRIMINAÇÃO RACIAL, NEGRO, CONSCIENTIZAÇÃO",4,2015
53,"AEROPORTO, AERONAVE, AVIAÇÃO, FERROVIA PORTOS AEROPORTO, RODOVIA FERROVIA PORTOS AEROPORTO",6,2015
-1,"DILMA ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA, ROUSSEFF PRESIDENTE DA REPUBLICA, ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE",1592,2016
0,"HOMENAGEM POSTUMA, HOMENAGEM POSTUMA MORTE, ELOGIO VIDA, ELOGIO VIDA PUBLICA, VIDA PUBLICA",121,2016
1,"TRIBUNAL FEDERAL, SUPREMO TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL, SUPREMO TRIBUNAL FEDERAL, TRIBUNAL FEDERAL STF",102,2016
2,"PRESIDENTE AUTORIZAÇÃO, COMBATE VIRUS, SERVIÇO MEDICO, SOLICITAÇÃO RENAN CALHEIROS PRESIDENTE, VACINAÇÃO COMBATE",1,2016
3,"MICHEL TEMER, TEMER, TRABALHADORES, DOS TRABALHADORES, IMPEACHMENT",43,2016
4,"AMAZONAS, DO AMAZONAS, AMAZONAS AM, ESTADO DO AMAZONAS AM, DO AMAZONAS AM",24,2016
5,"PAULO SP, SÃO PAULO SP, SÃO PAULO, DEFESA PROTEÇÃO DIREITO, OBJETO DETERMINAÇÃO QUEBRA DE",3,2016
6,"MICHEL, INACIO LULA DA, LUIZ INACIO, LUIZ INACIO LULA, INACIO LULA DA SILVA",113,2016
7,"REGISTRO APRESENTAÇÃO, IMPRENSA PEDIDO, OBJETIVO DISCUSSÃO, PARTICIPAÇÃO ORADOR, SENADO REGISTRO",25,2016
8,"APROVAÇÃO MEDIDA PROVISORIA, APROVAÇÃO MEDIDA PROVISORIA MPV, APROVAÇÃO MEDIDA, MEDIDA PROVISORIA MPV ASSUNTO, MPV ASSUNTO",63,2016
9,"DA EDUCAÇÃO, DA EDUCAÇÃO MEC, EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO",30,2016
10,"PETROLEO BRASILEIRO PETROBRAS, PETROLEO BRASILEIRO, BRASILEIRO PETROBRAS, PETROLEO, CORRUPÇÃO PETROLEO BRASILEIRO",53,2016
11,"CANCER, MEDICO, MEDICAMENTOS, SISTEMA UNICO DE SAUDE, UNICO DE SAUDE SUS",29,2016
12,"DO PIAUI, PIAUI, DO PIAUI PI, PIAUI PI, ESTADO DO PIAUI PI",10,2016
13,"FUTEBOL, CAMPEONATO, CAMPEONATO MUNDIAL, CAMPEONATO MUNDIAL FUTEBOL, MUNDIAL FUTEBOL",7,2016
14,"ACRE, DO ACRE, ACRE AC, DO ACRE AC, ESTADO DO ACRE AC",25,2016
15,"IMPEACHMENT, IMPEACHMENT DILMA, IMPEACHMENT DILMA ROUSSEFF, IMPEACHMENT DILMA ROUSSEFF PRESIDENTE, DILMA ROUSSEFF PRESIDENTE",442,2016
16,"JANEIRO RJ, DE JANEIRO RJ, RIO DE JANEIRO RJ, RIO DE JANEIRO, RIO DE",4,2016
17,"AGRICULTURA, PRODUTOR RURAL, AGRICULTURA PECUARIA, DA AGRICULTURA, DA AGRICULTURA PECUARIA",32,2016
18,"DEMOCRATICO BRASILEIRO, MOVIMENTO DEMOCRATICO, MOVIMENTO DEMOCRATICO BRASILEIRO, PARTIDO DO MOVIMENTO DEMOCRATICO, DO MOVIMENTO DEMOCRATICO BRASILEIRO",35,2016
20,"SUPREMO TRIBUNAL, FEDERAL STF, TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL FEDERAL",14,2016
21,"RIO GRANDE DO SUL, GRANDE DO SUL RS, DO SUL, RIO GRANDE, RIO GRANDE DO",7,2016
22,"REFORMA POLITICA, VOTO EM BRANCO, VOTO NULO, NULO VOTO EM BRANCO, NULO VOTO EM",18,2016
23,"CATARINA, SANTA CATARINA, DE SANTA CATARINA, DE SANTA, ESTADO DE SANTA",15,2016
24,"CPMF, PROVISORIA SOBRE MOVIMENTAÇÃO FINANCEIRA, PROVISORIA SOBRE MOVIMENTAÇÃO, MOVIMENTAÇÃO FINANCEIRA CPMF, FINANCEIRA CPMF",12,2016
25,"TEMATICOS ASSUNTO RELAÇÃO MEIO, RELAÇÃO MEIO AMBIENTE ATIVIDADE, AMBIENTE ATIVIDADE PODERES, AMBIENTE ATIVIDADE PODERES CONSTITUCIONAIS, TEMATICOS ASSUNTO RELAÇÃO",9,2016
26,"MT, DE MATO GROSSO, MATO, MATO GROSSO MT, DE MATO GROSSO MT",8,2016
27,"COMPLEMENTAR, LEI COMPLEMENTAR PLP, DE LEI COMPLEMENTAR PLP, DE LEI COMPLEMENTAR, PROJETO DE LEI COMPLEMENTAR",2,2016
28,"RIO GRANDE DO SUL, GRANDE DO SUL, DO SUL, GRANDE DO SUL RS, RIO GRANDE",4,2016
29,"DISTRITO FEDERAL, FEDERAL DF, DISTRITO FEDERAL DF, DO DISTRITO FEDERAL, GOVERNO DO DISTRITO FEDERAL",19,2016
30,"TRANSPORTES, DOS TRANSPORTES, DEPARTAMENTO NACIONAL DE INFRA, TRANSPORTES DNIT, ESTRUTURA DOS TRANSPORTES",16,2016
31,"DEFESA APROVAÇÃO PROJETO, DEFESA APROVAÇÃO PROJETO DE, DEFESA IMPORTANCIA, DEFESA PROJETO DE, REAJUSTE PROFISSÃO DEFENSOR",25,2016
32,"MERCADO COMUM, MERCOSUL, SUL MERCOSUL, COMUM DO SUL, MERCADO COMUM DO SUL",22,2016
33,"BANCO CENTRAL, DO BRASIL BACEN, BANCO CENTRAL DO, CENTRAL DO BRASIL BACEN, BRASIL BACEN",18,2016
34,"BANCO, DO BRASIL, BRASIL BACEN, CENTRAL DO BRASIL BACEN, BANCO CENTRAL DO",3,2016
35,"PARANA, DO PARANA, ESTADO DO PARANA, PARANA PR, DO PARANA PR",8,2016
36,"ESPECIAL FISCALIZAÇÃO OBRAS, OBJETIVO AGILIZAÇÃO TRANSPARENCIA ADMINISTRATIVA, LIDER BANCADA SENADO, FISCALIZAÇÃO OBRAS AUSENCIA ENCERRAMENTO, CLINTON EX PRESIDENTE DA",4,2016
37,"CONSTITUIÇÃO PEC, DE EMENDA CONSTITUIÇÃO PEC, PROPOSTA DE EMENDA, EMENDA CONSTITUIÇÃO PEC, PROPOSTA DE EMENDA CONSTITUIÇÃO",32,2016
38,"DA BAHIA, BAHIA, DA BAHIA BA, BAHIA BA, ESTADO DA BAHIA BA",12,2016
39,"TELECOMUNICAÇÕES, DE TELECOMUNICAÇÕES, DE CORREIOS TELEGRAFOS, TELEGRAFOS ECT, CORREIOS TELEGRAFOS ECT",12,2016
40,"LEI DO SENADO PLS, DE LEI DO SENADO, DO SENADO PLS, LEI DO SENADO, PROJETO DE LEI DO",56,2016
41,"LEI DA CAMARA, CAMARA PLC, LEI DA CAMARA PLC, DA CAMARA PLC, DA CAMARA",12,2016
42,"QUESTÃO DE ORDEM, DE ORDEM, APRESENTAÇÃO QUESTÃO, APRESENTAÇÃO QUESTÃO DE, APRESENTAÇÃO QUESTÃO DE ORDEM",22,2016
43,"VITIMA MULHER, ESTUPRO VITIMA MULHER, ESTUPRO VITIMA, SEXUAL, TRANSFORMAÇÃO CRIME",10,2016
44,"DA EDUCAÇÃO, EDUCAÇÃO BASICA, DA EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO MEC, EDUCAÇÃO MEC",6,2016
45,"VETO, VETO VET, RESULTADO ATRASO DESENVOLVIMENTO, GOVERNO INTERINO RESULTADO, RORAIMA RR FREQUENCIA",2,2016
46,"ICMS, DE MERCADORIAS SERVIÇOS, SERVIÇOS ICMS, SOBRE CIRCULAÇÃO DE MERCADORIAS, MERCADORIAS SERVIÇOS ICMS",5,2016
47,"TRIBUNAL DE CONTAS, CONTAS DA UNIÃO TCU, CONTAS DA, DE CONTAS DA, DE CONTAS DA UNIÃO",7,2016
49,"RO RORAIMA RR AMAPA, CIVIL ORIGEM ESTADO, CIVIL ORIGEM ESTADO DE, PUBLICO CIVIL ORIGEM ESTADO, RO RORAIMA",1,2016
50,"GRANDE DO NORTE RN, GRANDE DO NORTE, RIO GRANDE DO NORTE, NORTE RN, DO NORTE RN",13,2016
51,"GEOGRAFIA, DE GEOGRAFIA ESTATISTICA IBGE, INSTITUTO BRASILEIRO DE GEOGRAFIA, BRASILEIRO DE GEOGRAFIA, BRASILEIRO DE GEOGRAFIA ESTATISTICA",9,2016
52,"RACIAL, DISCRIMINAÇÃO RACIAL, NEGRO, DISCRIMINAÇÃO, IMPORTANCIA COMBATE DISCRIMINAÇÃO RACIAL",4,2016
53,"AEROPORTUARIA, EMPRESA BRASILEIRA, DE INFRAESTRUTURA AEROPORTUARIA INFRAERO, AEROPORTUARIA INFRAERO, BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA",9,2016
-1,"TEMER, MICHEL TEMER, TEMER PRESIDENTE DA REPUBLICA, TEMER PRESIDENTE DA, MICHEL TEMER PRESIDENTE DA",1221,2017
0,"HOMENAGEM POSTUMA, HOMENAGEM POSTUMA MORTE, PESAR, DE PESAR, VOTO DE PESAR",131,2017
1,"TRIBUNAL FEDERAL, FEDERAL STF, SUPREMO TRIBUNAL, TRIBUNAL FEDERAL STF, SUPREMO TRIBUNAL FEDERAL",123,2017
3,"TEMER PRESIDENTE DA, MICHEL TEMER PRESIDENTE DA, TEMER PRESIDENTE DA REPUBLICA, TEMER PRESIDENTE, MICHEL TEMER PRESIDENTE",34,2017
4,"AMAZONAS, DO AMAZONAS, AMAZONAS AM, ESTADO DO AMAZONAS AM, DO AMAZONAS AM",43,2017
5,"PAULO SP, SÃO PAULO SP, SÃO PAULO, DE SÃO PAULO SP, ESTADO DE SÃO PAULO",12,2017
6,"TEMER, MICHEL TEMER, TEMER PRESIDENTE DA REPUBLICA, MICHEL TEMER PRESIDENTE DA, TEMER PRESIDENTE DA",183,2017
7,"REGISTRO PARTICIPAÇÃO, CONSTITUIÇÃO JUSTIÇA PARECER FAVORAVEL, REGISTRO PARTICIPAÇÃO ORADOR, DE CONSTITUIÇÃO JUSTIÇA PARECER, CONSTITUIÇÃO JUSTIÇA PARECER",26,2017
8,"PROVISORIA MPV ASSUNTO, MPV ASSUNTO, MEDIDA PROVISORIA MPV ASSUNTO, APRESENTAÇÃO QUESTÃO DE ORDEM, APRESENTAÇÃO QUESTÃO DE",65,2017
9,"DA EDUCAÇÃO, EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO MEC, DA EDUCAÇÃO MEC, MINISTERIO DA EDUCAÇÃO",47,2017
10,"PETROLEO, PETROLEO BRASILEIRO PETROBRAS, BRASILEIRO PETROBRAS, PETROLEO BRASILEIRO, TEMER PRESIDENTE DA",60,2017
11,"CANCER, DE SAUDE, HOSPITAL, UNICO DE SAUDE SUS, SAUDE SUS",36,2017
12,"DO PIAUI, PIAUI, DO PIAUI PI, PIAUI PI, ESTADO DO PIAUI",17,2017
13,"FUTEBOL, DE FUTEBOL, CAMPEONATO, BRASILEIRA DE FUTEBOL CBF, BRASILEIRA DE FUTEBOL",9,2017
14,"ACRE, DO ACRE, ACRE AC, ESTADO DO ACRE AC, DO ACRE AC",21,2017
15,"IMPEACHMENT, IMPEACHMENT DILMA ROUSSEFF, IMPEACHMENT DILMA ROUSSEFF PRESIDENTE, TEMER PRESIDENTE, TEMER PRESIDENTE DA REPUBLICA",16,2017
16,"DE JANEIRO RJ, JANEIRO RJ, RIO DE JANEIRO RJ, DE JANEIRO, RIO DE JANEIRO",19,2017
17,"RURAL, AGRICULTURA, PRODUTOR RURAL, DA AGRICULTURA, AGRICULTURA PECUARIA",53,2017
