Topic,Count,Name,Representation,Aspect1,Representative_Docs
28,334,28_parlamentar_parlamentar de_Prestação de contas_de contas,"['parlamentar', 'parlamentar de', 'Prestação de contas', 'de contas', 'Prestação de', 'atuação parlamentar', 'Prestação', 'atuação parlamentar de', 'da atuação', 'atuação de', 'do mandato de', 'da atuação parlamentar', 'Balanço', 'da atuação parlamentar de', 'Senador da República', 'atividades', 'exercício', 'como Senador', 'das atividades', 'Breve histórico']","['mandato', 'parlamentar', 'Prestação', 'contas', 'Balanço', 'Breve', 'atividades', 'exercício', 'histórico', 'ano', 'Relato', 'vida', 'trajetória', 'Agradecimentos', 'primeiro', 'parlamentares', 'semestre', 'primeiro semestre', 'Agradecimento', 'suplente', 'eleição', 'política', 'pessoal', 'temas', 'prioritários', 'benefício', 'profissional', 'legislativo', 'perspectiva', 'Retrospectiva']","['Prestação de contas da atuação parlamentar de S. Exª.', 'Prestação de contas da atuação parlamentar de S. Exa.', 'Prestação de contas da atuação parlamentar de S. Exª.']"
29,334,29_do Ministro_salário mínimo_mínimo_Ministro da,"['do Ministro', 'salário mínimo', 'mínimo', 'Ministro da', 'ao Ministro', 'Ministro do', 'do salário mínimo', 'do salário', 'Ministro da Justiça', 'da Justiça', 'da Ministra', 'de Ministro', 'do Ministro da', 'Ministra Dilma Rousseff', 'do Ministro do', 'cargo de Ministro', 'Flávio Dino', 'da Ministra Dilma', 'Ministro da Saúde', 'Ministro do STF']","['mínimo', 'salário', 'Justiça', 'cargo', 'declarações', 'declaração', 'audiência', 'visita', 'último', 'presença', 'reajuste', 'edição', 'vaga', 'aumento', 'oposição', 'Elogios', 'Relato', 'aposentados', 'artigo', 'governo', 'janeiro', 'nome', 'ministério', 'inflação', 'conclusão', 'mandato', 'Leitura', 'frente', 'Corregedor', 'revista']","['Considerações sobre as manifestações do último domingo, em São Paulo e Brasília, em oposição à indicação do Ministro da Justiça, Flávio Dino, para a vaga de Ministro do STF, e críticas ao indicado. Apelo aos Senadores para rejeitarem a indicação.', 'Registro do voto contrário de S. Exa. à indicação do Ministro da Justiça Flávio Dino para a vaga de Ministro do STF.', 'Manifestação contrária à indicação do Ministro da Justiça, Flávio Dino, para a vaga de Ministro do STF.']"
30,325,30_Registro da presença_presença em_Registro da presença em_presença em Plenário,"['Registro da presença', 'presença em', 'Registro da presença em', 'presença em Plenário', 'da presença em Plenário', 'em Plenário', 'Prefeito', 'presença em Plenário do', 'presença no', 'do Prefeito', 'Prefeitos', 'Prefeito de', 'Registro da presença no', 'presença no Plenário', 'da presença no Plenário', 'no Plenário do', 'presença no Plenário do', 'do Prefeito de', 'dos Prefeitos', 'prefeitos']","['presença', 'Plenário', 'Prefeito', 'prefeitos', 'prefeito', 'plenário', 'município', 'cidade', 'municípios', 'Governador', 'décima', 'vereadores', 'Saúda', 'estado', 'comitiva', 'embaixador', 'federativo', 'pacto', 'governador', 'senhor', 'presidente', 'estudantes', 'semana', 'candidatos', 'próxima', 'baianos', 'crianças', 'Saúde', 'amigo', 'próxima semana']","['Registro da presença, em Plenário, do Prefeito de Manaus, David Almeida.', 'Registro da presença em Plenário do Deputado Afonso Hamm.', 'Registro da presença em Plenário do governador Sival, do Estado do Mato Grosso.']"
31,317,31_tributária_reforma tributária_reforma_carga tributária,"['tributária', 'reforma tributária', 'reforma', 'carga tributária', 'da reforma tributária', 'da reforma', 'da carga tributária', 'de reforma tributária', 'Reforma Tributária', 'uma reforma tributária', 'uma reforma', 'de reforma', 'de uma reforma', 'tributária no', 'de uma reforma tributária', 'proposta de reforma tributária', 'sobre reforma tributária', 'aumento da carga tributária', 'sobre reforma', 'tributária que']","['tributária', 'reforma', 'carga', 'proposta', 'excessiva', 'tributário', 'CPMF', 'redução', 'aumento', 'tributos', 'Posicionamento', 'regulamentação', 'simplificação', 'arrecadação', 'sistema', 'texto', 'brasileira', 'crescimento', 'setor', 'contrário', 'prorrogação', 'gastos', 'apresentação', 'tributárias', 'brasileiro', 'econômico', 'nacional', 'Reflexões', 'pontos', 'ano']","['Defesa da reforma tributária.', 'Defesa da reforma tributária.', 'Defesa da reforma tributária.']"
32,311,32_Ambiente_Meio Ambiente_do Meio Ambiente_ambiental,"['Ambiente', 'Meio Ambiente', 'do Meio Ambiente', 'ambiental', 'Mundial do Meio', 'Mundial do Meio Ambiente', 'Dia Mundial do Meio', 'ambiente', 'meio ambiente', 'Mundial', 'do Dia Mundial do', 'ambientais', 'do meio ambiente', 'do meio', 'Ambiental', 'política ambiental', 'preservação do meio', 'preservação do meio ambiente', 'Ambiental Rural', 'Cadastro Ambiental Rural']","['ambiental', 'ambiente', 'meio', 'ambientais', 'Dia', 'preservação', 'política', 'legislação', 'brasileira', 'Comemoração', 'transcurso', 'rurais', 'Reflexão', 'licenças', 'setor', 'área', 'pronunciamento', 'ambientalista', 'produtores', 'Saudação', 'Relato', 'econômico', 'Cerrado', 'investimentos', 'aplicação', 'municípios', 'Apresentação', 'sociedade', 'esforço', 'Realização']","['Comemoração do Dia Mundial do Meio Ambiente.', 'Comemoração do Dia Mundial do Meio Ambiente.', 'Comemoração do Dia Mundial do Meio Ambiente.']"
33,301,33_Michel Temer_de Michel Temer_Presidente Michel Temer_Presidente Michel,"['Michel Temer', 'de Michel Temer', 'Presidente Michel Temer', 'Presidente Michel', 'Temer Presidente', 'Michel Temer Presidente', 'Michel Temer Presidente da', 'Temer Presidente da', 'Temer Presidente da República', 'de Michel Temer Presidente', 'do Presidente Michel Temer', 'do Presidente Michel', 'governo de Michel', 'governo de Michel Temer', 'do Presidente', 'Michel Temer Críticas', 'do governo de Michel', 'reforma trabalhista', 'da República Michel Temer', 'República Michel Temer']","['governo', 'interino', 'trabalhista', 'reforma', 'medidas', 'previdenciária', 'exercício', 'reformas', 'política', 'Presidência', 'propostas', 'social', 'eleições', 'possibilidade', 'privatização', 'mandato', 'previdência', 'Deputado', 'públicos', 'renúncia', 'possível', 'públicas', 'trabalhistas', 'presidência', 'retrocesso', 'caso', 'gastos', 'servidores', 'políticas', 'visita']","['Defesa da rejeição da reforma trabalhista, de autoria do governo de Michel Temer, Presidente da República.', 'Críticas à reforma trabalhista, de autoria do governo de Michel Temer, Presidente da República.', 'Críticas à gestão de Michel Temer, Presidente da República.']"
34,287,34_Regimento_do Regimento_do Regimento Interno_Regimento Interno,"['Regimento', 'do Regimento', 'do Regimento Interno', 'Regimento Interno', 'Interno', 'Questão de', 'de Ordem', 'Questão de Ordem', 'Apresentação de', 'art', 'de Questão de Ordem', 'Apresentação de Questão de', 'Apresentação de Questão', 'do Regimento Interno do', 'com fundamento', 'Regimento Interno do Senado', 'Regimento Interno do', 'Interno do', 'Interno do Senado', 'Interno do Senado Federal']","['Regimento', 'fundamento', 'Apresentação', 'arts', 'inciso', 'ordem', 'base', 'fundamentos', 'II', 'termos', 'artigo', 'urgência', 'artigos', 'discussão', 'sessão', 'senador', 'Presidência', 'membros', 'comissão', 'XI', 'ausência', 'tramitação', 'mesma', 'inclusão', 'possibilidade', 'parecer', 'leitura', 'mesma sessão', 'eleição', 'antecedência']","['Apresentação de Questão de Ordem, com fundamento no art. 155 do Regimento Interno do Senado Federal, acerca da duração máxima das sessões. Solicitação para que o Presidente Davi Alcolumbre encerre a sessão e adie a votação da Medida Provisória (MPV) nº 927, de 2020.', 'Apresentação de Questão de Ordem, com fundamento no artigo 403 do Regimento Interno,132.', 'Apresentação de Questão de Ordem, com fundamento no art. 363 do Regimento Interno do Senado Federal, para que o prazo de discussão de ***PEC*** somente seja contado se a sessão for ordinária.']"
35,278,35_pronunciamento_pronunciamento do_pronunciamento do Senador_ao pronunciamento,"['pronunciamento', 'pronunciamento do', 'pronunciamento do Senador', 'ao pronunciamento', 'ao pronunciamento do', 'ao pronunciamento do Senador', 'Explicação pessoal', 'referente ao pronunciamento', 'pessoal referente', 'pessoal referente ao pronunciamento', 'pessoal referente ao', 'referente', 'referente ao pronunciamento do', 'Explicação pessoal referente', 'Explicação pessoal referente ao', 'sobre pronunciamento', 'Jorge', 'Senador Pedro', 'Resposta ao', 'pronunciamentos']","['pronunciamento', 'pessoal', 'Explicação', 'Resposta', 'pronunciamentos', 'Esclarecimentos', 'ordem', 'discurso', 'explicação', 'sessão', 'palavra', 'pedido', 'Senadores', 'Uso', 'orador', 'Referências', 'Elogios', 'Réplica', 'requerimento', 'nome', 'aparte', 'tribuna', 'comportamento', 'conjunta', 'informação', 'história', 'último', 'questões', 'comissão', 'último pronunciamento']","['Explicação pessoal referente ao pronunciamento do Senador Jorge Viana.', 'Explicação pessoal referente ao pronunciamento do Senador Pedro Simon.', 'Explicação pessoal referente ao pronunciamento do Senador Humberto Costa.']"
36,274,36_fiscal_fiscalização_ajuste fiscal_Fiscalização,"['fiscal', 'fiscalização', 'ajuste fiscal', 'Fiscalização', 'de fiscalização', 'Orçamentos Públicos Fiscalização', 'Orçamentos Públicos', 'Públicos Fiscalização', 'Planos Orçamentos Públicos', 'Planos Orçamentos Públicos Fiscalização', 'Comissão Mista de Planos', 'Mista de Planos', 'Mista de Planos Orçamentos', 'de Planos Orçamentos Públicos', 'de Planos', 'Governo Federal', 'do ajuste fiscal', 'Públicos', 'pelo Governo', 'arcabouço fiscal']","['fiscal', 'fiscalização', 'ajuste', 'arcabouço', 'econômica', 'novo arcabouço', 'controle', 'medidas', 'governo', 'obras', 'públicos', 'equilíbrio', 'política', 'novo', 'públicas', 'Alerta', 'contas', 'apresentação', 'econômico', 'investimentos', 'crise', 'despesas', 'aumento', 'desoneração', 'renúncia', 'ações', 'Fazenda', 'Municípios', 'atual', 'Expectativa']","['Registro da posse, hoje, da nova direção da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização; e outro assunto.', 'Relato sobre os trabalhos da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização.\n', 'Considerações sobre os trabalhos da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização; e outros assuntos.\n']"
37,266,37_veto_vetos_dos vetos_do veto,"['veto', 'vetos', 'dos vetos', 'do veto', 'vetos presidenciais', 'Veto', 'presidenciais', 'veto presidencial', 'veto aposto', 'aposto ao', 'dos vetos presidenciais', 'do Congresso Nacional', 'do Congresso', 'da derrubada', 'do Veto', 'rejeição do veto', 'Veto de', 'apreciação', 'ao Projeto de Lei', 'do veto presidencial']","['veto', 'vetos', 'Veto', 'presidenciais', 'presidencial', 'derrubada', 'rejeição', 'apreciação', 'apostos', 'sessão', 'multa', 'justa causa', 'aposentados', 'justa', 'causa', 'demissão', 'deliberação', 'municípios', 'dispositivo', 'ordem', 'Protesto', 'aumento', 'projetos', 'recriação', 'Crítica', 'possível', 'adicional', 'regulamentação', 'União', 'empresas']","['Críticas à manutenção dos vetos presidenciais a projetos; e outro assunto.', 'Defesa da rejeição do veto aposto ao projeto de lei que acaba com a multa de dez por cento sobre o valor do FGTS em casos de demissão sem justa causa.', 'Considerações acerca de sessão do Congresso Nacional destinada à deliberação dos vetos presidenciais, e defesa da rejeição do veto relativo à multa do FGTS.']"
38,263,38_Bolsonaro_Jair Bolsonaro_Presidente Jair Bolsonaro_da República Jair Bolsonaro,"['Bolsonaro', 'Jair Bolsonaro', 'Presidente Jair Bolsonaro', 'da República Jair Bolsonaro', 'República Jair Bolsonaro', 'Presidente da República Jair', 'do Presidente', 'Governo Bolsonaro', 'do Presidente Jair', 'do Presidente Jair Bolsonaro', 'ex Presidente Jair Bolsonaro', 'do Presidente da', 'do Governo Bolsonaro', 'do Presidente da República', 'do ex Presidente', 'Bolsonaro Críticas', 'Bolsonaro por', 'ao Presidente', 'Jair Bolsonaro por', 'Bolsonaro em']","['Crítica', 'suposta', 'Deputado', 'eleição', 'primeiros', 'dias', 'governo', 'decreto', 'política', 'Indignação', 'candidato', 'críticas', 'candidatura', 'Presidência', 'Elogio', 'eleitoral', 'primeiros dias', 'Reflexão', 'Balanço', 'suposto', 'Elogios', 'ódio', 'presidente', 'reforma', 'Posicionamento', 'uso', 'reformas', 'divulgação', 'medidas', 'favorável']","['Comentário sobre o retorno ao Brasil do ex-Presidente da República, Jair Bolsonaro', 'Manifestação de apoio ao ex-Presidente Jair Bolsonaro.', 'Críticas ao governo do Presidente Jair Bolsonaro.']"
39,259,39_Medida Provisória MPV_Provisória MPV_Medida Provisória MPV de_Provisória MPV de,"['Medida Provisória MPV', 'Provisória MPV', 'Medida Provisória MPV de', 'Provisória MPV de', 'sobre Medida Provisória MPV', 'sobre Medida Provisória', 'Medida', 'MPV de que', 'Provisória MPV de que', 'MPV de que Altera', 'básica dos órgãos', 'dos órgãos da Presidência', 'órgãos da Presidência da', 'República dos Ministérios', 'órgãos da Presidência', 'da República dos Ministérios', 'Presidência da República dos', 'Discussão sobre Medida Provisória', 'Discussão sobre Medida', 'República dos']","['Ministérios', 'básica', 'órgãos', 'organização', 'junho', 'ordem', 'devolução', 'mesmo objeto', 'motivo', 'reflexos', 'objeto', 'caminhoneiros', 'alterações', 'mesmo', 'greve', 'fundamento', 'registro', 'autoridades', 'Resposta', '', '', '', '', '', '', '', '', '', '', '']","['Discussão sobre a Medida Provisória (MPV) n° 1154, de 2023, que ""Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios"".', 'Discussão sobre a Medida Provisória (MPV) n° 1154, de 2023, que ""Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios"".', 'Discussão sobre a Medida Provisória (MPV) n° 1154, de 2023, que ""Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios"".']"
40,259,40_câncer_Câncer_câncer de_mama,"['câncer', 'Câncer', 'câncer de', 'mama', 'de mama', 'Câncer de', 'Outubro Rosa', 'prevenção', 'Rosa', 'ao câncer', 'ao Câncer', 'da fosfoetanolamina', 'do Câncer', 'Combate ao Câncer', 'Luta Contra', 'Mundial de Luta Contra', 'de Combate ao Câncer', 'Dia Mundial de Luta', 'Mundial de Luta', 'Projeto de Lei PL']","['câncer', 'Câncer', 'mama', 'Outubro', 'prevenção', 'tratamento', 'fosfoetanolamina', 'sintética', 'diagnóstico', 'Sessão', 'precoce', 'combate', 'conscientização', 'colo', 'transcurso', 'Homenagem', 'cura', 'medicamento', 'uso', 'Elogio', 'audiência', 'ações', 'utilização', 'pesquisas', 'Associação', 'abril', 'movimento', 'Alerta', 'aumento', 'casos']","['Sessão especial destinada a comemorar o Dia Mundial de Luta Contra o Câncer.', 'Sessão especial destinada a comemorar o Dia Mundial de Luta Contra o Câncer.', 'Sessão especial destinada a comemorar o Dia Mundial de Luta Contra o Câncer.']"
41,255,41_aeroportos_Aeroporto_aeroporto_do Aeroporto,"['aeroportos', 'Aeroporto', 'aeroporto', 'do Aeroporto', 'do aeroporto', 'Aeroporto Internacional', 'de Aeronáutica', 'de aeroportos', 'Aeroporto de', 'aeroporto de', 'dos aeroportos', 'do aeroporto de', 'aeroportos do', 'São', 'aeroportos brasileiros', 'Rio', 'de aeroportos do', 'do Aeroporto Internacional', 'Governo Federal seus', 'projetos de concessão']","['aeroportos', 'aeroporto', 'concessão', 'obras', 'otimização', 'construção', 'atuais', 'impactos', 'leilão', 'brasileiros', 'operação', 'Vitória', 'projetos', 'pista', 'Doutor', 'infraestrutura', 'empresa', 'aviação', 'Comemoração', 'Infraestrutura', 'aéreo', 'aéreas', 'ampliação', 'cidade', 'setor', 'privada', 'iniciativa', 'segunda pista', 'Alerta', 'aeronaves']","['Sessão de Debates Temáticos destinada a tratar dos projetos de concessão de aeroportos do Governo Federal e seus impactos na operação e otimização dos atuais aeroportos situados nos Estados do Rio de Janeiro, de Minas Gerais e de São Paulo.', 'Sessão de Debates Temáticos destinada a tratar dos projetos de concessão de aeroportos do Governo Federal e seus impactos na operação e otimização dos atuais aeroportos situados nos Estados do Rio de Janeiro, de Minas Gerais e de São Paulo.', 'Sessão de Debates Temáticos destinada a tratar dos projetos de concessão de aeroportos do Governo Federal e seus impactos na operação e otimização dos atuais aeroportos situados nos Estados do Rio de Janeiro, de Minas Gerais e de São Paulo.']"
42,234,42_da Petrobras_CPI da_CPI_CPI da Petrobras,"['da Petrobras', 'CPI da', 'CPI', 'CPI da Petrobras', 'da CPI da', 'da CPI', 'da CPI da Petrobras', 'instalação da CPI da', 'instalação', 'instalação da CPI', 'CPI da Petrobrás', 'da CPI da Petrobrás', 'Petrobras Defesa da', 'da Petrobras Defesa da', 'da Petrobras Defesa', 'na Petrobras', 'da instalação da CPI', 'CPI da Petrobras Defesa', 'instauração da', 'Petrobras outro assunto']","['CPI', 'instalação', 'instauração', 'denúncias', 'investigação', 'Crítica', 'apresentação', 'corrupção', 'requerimento', 'empresa', 'irregularidades', 'crise', 'assinaturas', 'líderes', 'estatal', 'prejuízos', 'ação', 'verba', 'informações', 'parlamentares', 'Leitura', 'setor', 'eleitorais', 'Protesto', 'patrocínio', 'públicos', 'Reflexão', 'existência', 'editorial', 'recebimento']","['Defesa da instalação da CPI da Petrobras.', 'Defesa da instalação da CPI da Petrobras.', 'Defesa da instalação da “CPI da Petrobras”.']"
43,227,43_royalties_dos royalties_royalties do_royalties do petróleo,"['royalties', 'dos royalties', 'royalties do', 'royalties do petróleo', 'do petróleo', 'dos royalties do', 'dos royalties do petróleo', 'distribuição dos royalties', 'distribuição dos', 'distribuição dos royalties do', 'da distribuição dos royalties', 'de royalties', 'do pré sal', 'veto', 'projeto de lei', 'sobre distribuição', 'petróleo outro assunto', 'petróleo outro', 'trata da distribuição', 'divisão dos']","['royalties', 'petróleo', 'distribuição', 'veto', 'exploração', 'educação', 'estados', 'municípios', 'gás', 'presidencial', 'nova', 'propostas', 'prioritária', 'pagamento', 'novo', 'projetos', 'manifestação', 'Ponderações', 'totalidade', 'brasileiros', 'proposta', 'emenda', 'ocasião', 'Reafirmação', 'federação', 'drogas', 'regras', 'atual', 'Justificativa', 'regulatório']","['Manifestação sobre a questão da distribuição dos royalties do petróleo.', 'Considerações sobre a questão da distribuição dos royalties do petróleo.\n', 'Considerações sobre a distribuição dos royalties do petróleo.\n\t\t']"
44,218,44_Santa Catarina_Catarina_de Santa Catarina_Estado de Santa Catarina,"['Santa Catarina', 'Catarina', 'de Santa Catarina', 'Estado de Santa Catarina', 'Estado de Santa', 'em Santa Catarina', 'no Estado de Santa', 'do Estado de Santa', 'Santa Catarina Registro', 'Catarina Registro', 'de Santa Catarina Registro', 'ao Estado de Santa', 'Catarina Registro da', 'Santa Catarina Registro da', 'Santa Catarina SC', 'Catarina SC', 'Federal de Santa Catarina', 'Universidade Federal de Santa', 'Federal de Santa', 'Santa Catarina Considerações']","['chuvas', 'catarinense', 'infraestrutura', 'Relato', 'obras', 'vítimas', 'Cumprimentos', 'aftosa', 'grupo', 'livre', 'educação', 'Solidariedade', 'estado', 'dados', 'Comemoração', 'Elogios', 'tributária', 'economia', 'última', 'população', 'solidariedade', 'política', 'positivos', 'logística', 'desastres', 'crescimento', 'gestão', 'ciclone', 'anúncio', 'imobiliário']","['Satisfação com a qualidade das maçãs produzidas no Estado de Santa Catarina.', 'Homenagem ao jornal A Notícia, do Estado de Santa Catarina.', 'Elogios ao Estado de Santa Catarina.']"
45,214,45_visa_que visa_de que visa_Exa que visa,"['visa', 'que visa', 'de que visa', 'Exa que visa', 'projeto de lei', 'de Exa que visa', 'autoria de que visa', 'Nacional de Segurança Pública', 'FNSP para', 'Segurança Pública FNSP para', 'Pública FNSP para', 'de Segurança Pública', 'destinar recursos do Fundo', 'enfrentamento da violência', 'Pública FNSP', 'de Segurança Pública FNSP', 'Segurança Pública FNSP', 'Fundo Nacional de Segurança', 'de para destinar recursos', 'dezembro de para destinar']","['mulher', 'enfrentamento', 'violência', 'ações', 'decreto', 'apresentação', 'dezembro', 'legislativo', 'empresas', 'Discussão', 'efeitos', 'redução', 'favorável', 'Resolução', 'parecer', 'Relatora', 'Posicionamento', 'obrigações', 'Dia', 'legislativos', 'proposta', 'disciplinar', 'arrecadação', 'impostos', 'processos', 'idosos', 'senadores', 'trabalhadores', 'número', 'acessórias']","['Considerações sobre o Projeto de Lei (PL) n° 123, de 2019, que ""Altera a Lei nº 13.756, de 12 de dezembro de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher"".', 'Discussão sobre o Projeto de Lei (PL) n° 123, de 2019, que ""Altera a Lei nº 13.756, de 12 de dezembro de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher"".', 'Discussão sobre o Projeto de Lei (PL) n° 123, de 2019, que ""Altera a Lei nº 13.756, de 12 de dezembro de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher"".']"
46,209,46_Requerimento RQS de_Requerimento RQS_RQS_RQS de que,"['Requerimento RQS de', 'Requerimento RQS', 'RQS', 'RQS de que', 'Requerimento RQS de que', 'RQS de que Requer', 'sobre Requerimento RQS de', 'sobre Requerimento RQS', 'sobre Requerimento', 'ordem sobre Requerimento RQS', 'Pela ordem sobre Requerimento', 'ordem sobre Requerimento', 'Requer', 'realização de Sessão', 'que Requer realização', 'de que Requer realização', 'que Requer realização de', 'Requer realização de', 'Requer realização', 'realização de Sessão Especial']","['Requerimento', 'ordem', 'Sessão', 'voto', 'aplauso', 'Realização', 'pauta', 'Dia', 'sessão', 'Solicitação', 'Apresentação', 'Desarquivamento', 'aniversário', 'Encaminhamento', 'requerimento', 'Agradecimentos', 'caderno', 'forma', 'Mesa', 'visibilidade', 'oral', 'sul', 'imigração', 'orador', 'conjunta', 'proposições', 'cultura', 'povo', 'sentido', '']","['Pela ordem sobre o Requerimento (RQS) n° 462, de 2023, que ""Requer remessa à CE do pl 5983/2019.""', 'Pela ordem sobre o Requerimento (RQS) n° 807, de 2023, que ""Requer o desapensamento do PL 2967/2019"".', 'Pela ordem sobre o Requerimento (RQS) n° 407, de 2023, que ""Requer a realização de Sessão Especial SINDJUS – DF"".']"
47,195,47_lançamento_do lançamento_Registro do lançamento_lançamento do,"['lançamento', 'do lançamento', 'Registro do lançamento', 'lançamento do', 'do lançamento do', 'Registro do lançamento do', 'lançamento do Plano', 'do livro', 'assunto Registro do lançamento', 'lançamento pelo', 'lançamento hoje', 'do Plano Safra', 'assuntos Registro do lançamento', 'do lançamento hoje', 'Registro do lançamento pelo', 'do lançamento pelo', 'lançamento do Programa', 'Registro do lançamento hoje', 'Registro do lançamento da', 'outro assunto Registro do']","['lançamento', 'livro', 'programa', 'governo', 'quinquagésima', 'próxima', 'Mais', 'federal', 'Comemoração', 'revista', 'Turismo', 'Agradecimento', 'nova', 'terceira', 'Elogio', 'presença', 'audiência', 'sede', 'indígena', 'mês', 'solicitação', 'manifestações', 'condições', 'Dia', 'vigilantes', 'nova sede', 'pedra', 'aniversário', 'difícil', 'terceiro aniversário']","['Registro do lançamento do livro Amor Absoluto, do jornalista Agostinho Gósson; e outros assuntos.', 'Registro do lançamento do livro: ""Comentários a uma sentença anunciada - O Processo Lula"".', 'Registro do lançamento do Plano Safra 2014/2015.']"
48,194,48_Florestal_Código Florestal_novo Código Florestal_do Código Florestal,"['Florestal', 'Código Florestal', 'novo Código Florestal', 'do Código Florestal', 'do novo Código Florestal', 'do novo Código', 'do Código', 'Código Florestal Brasileiro', 'Florestal Brasileiro', 'projeto do novo Código', 'projeto do novo', 'projeto do', 'Instituto Chico', 'Instituto Chico Mendes', 'do Código Florestal Brasileiro', 'Chico Mendes', 'Câmara dos Deputados', 'dos Deputados', 'Meio Ambiente', 'novo Código Florestal Brasileiro']","['novo', 'florestas', 'produção', 'tramitação', 'públicas', 'sustentável', 'ambiental', 'áreas', 'gestão', 'agosto', 'água', 'março', 'florestal', 'ambiente', 'meio', 'providências', 'agrícola', 'manejo', 'dezembro', 'diversos', 'rurais', 'proposta', 'audiência', 'pontos', 'Discussão', 'agricultores', 'ambientais', 'desafios', 'revisão', 'cultivo']","['Críticas ao projeto do novo Código Florestal Brasileiro.\n', 'Comemoração pela aprovação do novo Código Florestal Brasileiro.', 'Registro da aprovação do novo Código Florestal Brasileiro na Câmara dos Deputados.']"
49,186,49_drogas_de drogas_descriminalização_porte de drogas,"['drogas', 'de drogas', 'descriminalização', 'porte de drogas', 'do porte de drogas', 'descriminalização do', 'porte de drogas para', 'de drogas para', 'drogas para', 'descriminalização do porte', 'descriminalização do porte de', 'de drogas para consumo', 'drogas para consumo', 'posse porte', 'porte de entorpecentes', 'drogas afins', 'de entorpecentes drogas', 'porte de entorpecentes drogas', 'de entorpecentes drogas afins', 'entorpecentes drogas']","['drogas', 'porte', 'descriminalização', 'consumo', 'entorpecentes', 'afins', 'desacordo', 'criminalização', 'determinação', 'posse', 'pessoal', 'legal', 'autorização', 'aborto', 'julgamento', 'tráfico', 'uso', 'maconha', 'legalização', 'Indignação', 'combate', 'contrário', 'contrária', 'Crítica', 'favorável', 'proposta', 'ilícitas', 'usurpação', 'Cumprimentos', 'crime']","['Sessão de Debates Temáticos destinada a debater a ***PEC*** nº 45/2023, que “altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar”.', 'Sessão de Debates Temáticos destinada a debater a ***PEC*** nº 45/2023, que “altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar”.', 'Sessão de Debates Temáticos destinada a debater a ***PEC*** nº 45/2023, que “altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar”.']"
50,185,50_Dia Internacional_Internacional_Internacional da_Internacional da Mulher,"['Dia Internacional', 'Internacional', 'Internacional da', 'Internacional da Mulher', 'Dia Internacional da Mulher', 'Dia Internacional da', 'do Dia Internacional', 'do Dia Internacional da', 'do Dia', 'Dia Internacional do', 'Internacional do', 'transcurso do Dia Internacional', 'Internacional da Mulher Homenagem', 'da Mulher Homenagem', 'Mulher Homenagem', 'ao Dia Internacional', 'Homenagem às mulheres', 'do Dia Internacional do', 'Homenagem às', 'Comemoração do']","['Dia', 'mulheres', 'Homenagem', 'transcurso', 'Comemoração', 'internacional', 'mulher', 'março', 'maio', 'brasileiras', 'passagem', 'sessão', 'homenagem', 'primeiro', 'Lembrança', 'papel', 'vereadoras', 'prefeitas', 'públicos', 'chefe', 'família', 'data', 'municipais', 'instituição', 'tratamento', 'cargos', 'servidores', 'eleições', '', '']","['Comemoração do Dia Internacional da Mulher.', 'Comemoração do Dia Internacional da Mulher.', 'Comemoração do Dia Internacional da Mulher.']"
51,182,51_Mudanças_Mudanças Climáticas_Climáticas_climáticas,"['Mudanças', 'Mudanças Climáticas', 'Climáticas', 'climáticas', 'mudanças climáticas', 'mudanças', 'sobre Mudanças', 'sobre Mudanças Climáticas', 'COP', 'de Mudanças Climáticas', 'de Mudanças', 'das mudanças climáticas', 'Conferência das', 'em Copenhague', 'das mudanças', 'Nações Unidas sobre', 'as mudanças climáticas', 'Comissão Mista', 'as mudanças', 'climáticos']","['climáticas', 'mudanças', 'climáticos', 'desastres', 'global', 'Relato', 'aquecimento', 'debates', 'países', 'região', 'ambiental', 'políticas', 'planeta', 'relatório', 'mundo', 'audiência', 'evento', 'eventos', 'redução', 'ambiente', 'meio', 'gases', 'metas', 'trabalhos', 'proposta', 'dias', 'tema', 'governo', 'último', 'consequências']","['Comentários acerca dos resultados da 17ª Conferência das Nações Unidas sobre Mudanças Climáticas.\n', 'Registro da participação de S. Exª na 19ª Conferência das Nações Unidas sobre Mudanças Climáticas, a COP-19, realizada em Varsóvia, na Polônia; e outro assunto.', 'Análise dos trabalhos da Conferência das Nações Unidas sobre as Mudanças Climáticas, a COP-17. (como Líder)\n']"
